"Zip Code","City","State","lat","lng","% of Visits","Visits","YoY Change in Visits","% YoY Change in Visits"
"75455","Mount Pleasant","TX","33.21727697763011","-94.98023369320188","0.004","16","-4","-19.999999999999996"
"74023","Cushing","OK","35.95707615645231","-96.74964381077136","0.004","16","-175","-91.62303664921467"
"80831","Peyton","CO","38.9887402468122","-104.51166499504625","0.004","16","-2","-11.111111111111116"
"67877","Sublette","KS","37.54888501529109","-100.84343447956984","0.004","16","-35","-68.62745098039215"
"73931","Balko","OK","36.60103111445548","-100.80322822734553","0.004","16","16","N/A"
"47513","Birdseye","IN","38.30406210422888","-86.69947664338041","0.004","16","16","N/A"
"74727","Boswell","OK","34.019016521916505","-95.86018384802097","0.004","16","16","N/A"
"37803","Maryville","TN","35.67115494391383","-83.97759472510594","0.004","16","16","N/A"
"74337","Chouteau","OK","36.141214916519175","-95.33504105101613","0.004","16","16","N/A"
"77807","Bryan","TX","30.678291978240956","-96.47980432727586","0.004","15","15","N/A"
"49457","Twin Lake","MI","43.351054100853915","-86.1445599579436","0.004","15","15","N/A"
"76244","Keller","TX","32.930993747775176","-97.280766007021","0.004","15","-552","-97.35449735449735"
"72576","Salem","AR","36.35006629221582","-91.85081527969461","0.004","15","15","N/A"
"74403","Muskogee","OK","35.67427820681713","-95.30499781561586","0.004","15","-7","-31.818181818181824"
"78114","Floresville","TX","29.121242242413853","-98.19707697639733","0.004","15","15","N/A"
"74363","Quapaw","OK","36.95337894810468","-94.70961177763745","0.004","15","15","N/A"
"68421","Peru","NE","40.491970126662046","-95.74423118300196","0.004","15","15","N/A"
"79373","Tahoka","TX","33.159056785289295","-101.83629385901106","0.004","15","15","N/A"
"65802","Springfield","MO","37.210489258038635","-93.35168329054105","0.004","15","-5","-25"
"51358","Ruthven","IA","43.13036159302145","-94.89579043777837","0.004","15","-2","-11.764705882352944"
"73170","Oklahoma City","OK","35.327426791059075","-97.55068511417484","0.004","15","-2","-11.764705882352944"
"74016","Chelsea","OK","36.54094453000114","-95.45288584601418","0.004","15","15","N/A"
"67879","Tribune","KS","38.47090333355539","-101.79453119955708","0.004","15","15","N/A"
"74554","Krebs","OK","34.925504840432296","-95.7202575890926","0.004","15","15","N/A"
"79410","Lubbock","TX","33.569633419281764","-101.89119969211413","0.004","15","-165","-91.66666666666666"
"78503","McAllen","TX","26.16229062052549","-98.25130968420508","0.004","15","-5","-25"
"73601","Clinton","OK","35.498594549189214","-98.9469556817294","0.004","15","-5","-25"
"76210","Denton","TX","33.149933572523345","-97.09624640350404","0.004","14","-4","-22.22222222222222"
"76310","Wichita Falls","TX","33.81115368362105","-98.51171172626579","0.004","14","-89","-86.40776699029126"
"73002","Alex","OK","34.96402094484799","-97.73239998912376","0.004","14","14","N/A"
"40701","Corbin","KY","36.917582432150546","-84.16653265943307","0.004","14","14","N/A"
"75072","McKinney","TX","33.187484402148385","-96.70095577422117","0.004","14","14","N/A"
"85338","Goodyear","AZ","33.37253970650787","-112.40824917069578","0.004","14","14","N/A"
"73742","Hennessey","OK","36.09630957980757","-97.91906473640472","0.004","14","14","N/A"
"32526","Pensacola","FL","30.498109659182326","-87.36519504257282","0.004","14","14","N/A"
"77469","Richmond","TX","29.492308581986872","-95.70570169449162","0.004","14","14","N/A"
"78574","Mission","TX","26.311183722618733","-98.37292153921045","0.004","14","14","N/A"
"71203","Monroe","LA","32.58402963623265","-92.01354417510049","0.004","14","14","N/A"
"63935","Briar","MO","36.67055662360329","-90.9205570197326","0.004","14","14","N/A"
"88267","Caprock","NM","33.309843096406226","-103.3932577173387","0.004","14","14","N/A"
"77583","Rosharon","TX","29.377641260617406","-95.45852739083251","0.004","14","14","N/A"
"80102","Bennett","CO","39.73240059008878","-104.43875294225256","0.004","14","14","N/A"
"75440","Emory","TX","32.87506608108786","-95.75261227488853","0.004","14","14","N/A"
"67871","Scott City","KS","38.49163294779916","-100.91143951961355","0.004","14","-40","-74.07407407407408"
"76528","Flat","TX","31.435893819372886","-97.78435411035387","0.004","14","-4","-22.22222222222222"
"79765","Odessa","TX","31.92204768662784","-102.29880403860324","0.004","14","-42","-75"
"30263","Newnan","GA","33.388516680898704","-84.85911500186447","0.004","13","13","N/A"
"30157","Dallas","GA","33.886397563364554","-84.87310415926021","0.004","13","13","N/A"
"73460","Tishomingo","OK","34.28790244501432","-96.66689746924538","0.004","13","13","N/A"
"76450","Graham","TX","33.05967587110156","-98.64152078991307","0.004","13","13","N/A"
"64742","Drexel","MO","38.500284694442485","-94.54333259111418","0.004","13","13","N/A"
"74571","Talihina","OK","34.71916000465187","-95.04947561817144","0.004","13","13","N/A"
"79770","Orla","TX","31.85391942161958","-103.90586810661665","0.004","13","-17","-56.666666666666664"
"74959","Spiro","OK","35.262883405938226","-94.63324599419329","0.004","13","13","N/A"
"72863","Scranton","AR","35.36643221161869","-93.50874601256018","0.004","13","13","N/A"
"77346","Humble","TX","29.99028237971668","-95.17777928073872","0.004","13","-4","-23.529411764705888"
"30512","Blairsville","GA","34.8566136360745","-83.97200407570338","0.004","13","13","N/A"
"78130","New Braunfels","TX","29.692261602007516","-98.06877228800981","0.004","13","-19","-59.375"
"36273","Ranburne","AL","33.539025123570504","-85.37742497506575","0.004","13","13","N/A"
"36360","Ozark","AL","31.466457322958025","-85.61640442959192","0.004","13","13","N/A"
"76028","Burleson","TX","32.52603116301547","-97.30492419015958","0.004","13","13","N/A"
"74932","Cameron","OK","35.14700297778877","-94.53500293432285","0.004","13","13","N/A"
"78057","Moore","TX","29.039234785350626","-99.02184574667423","0.004","13","13","N/A"
"65605","Aurora","MO","36.88403669282598","-93.69132459454774","0.004","13","13","N/A"
"74552","Kinta","OK","35.11280765268271","-95.24733146078562","0.004","13","13","N/A"
"81030","Cheraw","CO","38.103215507865","-103.51870785000867","0.004","13","13","N/A"
"77328","Cleveland","TX","30.40766949894388","-95.18889526571782","0.004","13","-15","-53.57142857142857"
"73018","Chickasha","OK","35.048406138163976","-97.9383906776075","0.003","12","-5","-29.411764705882348"
"75644","Gilmer","TX","32.79169485802751","-94.99496006410638","0.003","12","-2","-14.28571428571429"
"78626","Georgetown","TX","30.666623177800005","-97.59878177909904","0.003","12","12","N/A"
"74075","Stillwater","OK","36.171514796407685","-97.07740633072665","0.003","12","-3","-19.999999999999996"
"75791","Whitehouse","TX","32.222142193650406","-95.22102475382638","0.003","12","12","N/A"
"76629","Bremond","TX","31.15115927155951","-96.65497632914143","0.003","12","12","N/A"
"79502","Aspermont","TX","33.183033335869396","-100.26500372974202","0.003","12","12","N/A"
"77531","Clute","TX","29.038942681182565","-95.40068581416749","0.003","12","12","N/A"
"78056","Mico","TX","29.538945533667643","-98.94183774639907","0.003","12","12","N/A"
"74804","Shawnee","OK","35.3935824323603","-96.92398158925036","0.003","12","12","N/A"
"79369","Spade","TX","33.943202291876986","-102.15911201739947","0.003","12","12","N/A"
"75605","Longview","TX","32.58385720200499","-94.71554410827738","0.003","12","12","N/A"
"79705","Midland","TX","32.09615430603427","-102.05079344421124","0.003","12","-133","-91.72413793103449"
"73946","Kenton","OK","36.92314575112392","-102.81261781878774","0.003","12","12","N/A"
"65616","Branson","MO","36.67134024933758","-93.24885957626935","0.003","12","12","N/A"
"71354","Monterey","LA","31.383678979301003","-91.73549931497605","0.003","12","12","N/A"
"79024","Darrouzett","TX","36.438829275431004","-100.35180613328816","0.003","12","-6","-33.333333333333336"
"65707","Miller","MO","37.228598574549636","-93.84571239040156","0.003","12","12","N/A"
"76265","Saint Jo","TX","33.74069694705726","-97.53923944048506","0.003","12","12","N/A"
"73663","Seiling","OK","36.10620498801022","-98.90288126603296","0.003","12","12","N/A"
"79039","Groom","TX","35.25237665900039","-101.12207997603798","0.003","11","11","N/A"
"74570","Stuart","OK","34.86576337439263","-96.10432501684359","0.003","11","11","N/A"
"72022","Bryant","AR","34.60859037478817","-92.49650031822719","0.003","11","11","N/A"
"79788","Wickett","TX","31.605448530792593","-102.98260978093825","0.003","11","11","N/A"
"77532","Crosby","TX","29.931766260052665","-95.05601945010987","0.003","11","11","N/A"
"74454","Porter","OK","35.854637029528156","-95.51253491475244","0.003","11","11","N/A"
"30629","Comer","GA","34.077805328337824","-83.11625656175217","0.003","11","11","N/A"
"39556","Kiln","MS","30.444590435091307","-89.42747441535037","0.003","11","11","N/A"
"29483","Summerville","SC","33.031275694316165","-80.23206505191533","0.003","11","11","N/A"
"65722","Phillipsburg","MO","37.586949137260035","-92.79968014908398","0.003","11","11","N/A"
"72835","Delaware","AR","35.27639048562856","-93.3425404301159","0.003","11","11","N/A"
"76201","Denton","TX","33.22122275612814","-97.14714728111905","0.003","11","11","N/A"
"78605","Bertram","TX","30.773649297847708","-98.04665233057895","0.003","10","10","N/A"
"79379","Whiteface","TX","33.495082515364736","-102.65347572264908","0.003","10","-5","-33.333333333333336"
"76020","Azle","TX","32.90101606311096","-97.56484493644045","0.003","10","10","N/A"
"73068","Noble","OK","35.13839734310749","-97.28267658790449","0.003","10","-2","-16.666666666666664"
"76557","Moody","TX","31.290758972287524","-97.39811070676767","0.003","10","10","N/A"
"74701","Durant","OK","34.00972546984101","-96.37688665734649","0.003","10","10","N/A"
"73858","Shattuck","OK","36.17037993066066","-99.92442306930761","0.003","10","-5","-33.333333333333336"
"75962","Nacogdoches","TX","31.619839133897315","-94.64844487488769","0.003","10","10","N/A"
"79080","Skellytown","TX","35.70341146984958","-101.21115666456008","0.003","9","-3","-25"
"35576","Millport","AL","33.58199947651626","-88.13150806486279","0.003","9","9","N/A"
"88410","Amistad","NM","35.902607518448775","-103.30763073496333","0.003","9","9","N/A"
"77665","Winnie","TX","29.78695865183232","-94.4097192285497","0.003","9","9","N/A"
"76233","Collinsville","TX","33.54024600244481","-96.89691785362128","0.003","9","9","N/A"
"76087","Weatherford","TX","32.669950914958285","-97.7906466121707","0.003","9","9","N/A"
"72019","Benton","AR","34.634979874815","-92.69925541250808","0.003","9","9","N/A"
"73052","Lindsay","OK","34.83360017372627","-97.59526003596186","0.003","9","9","N/A"
"30458","Statesboro","GA","32.39730670778667","-81.82693989101665","0.002","9","9","N/A"
"76828","Burkett","TX","32.00726429422484","-99.28433070528301","0.002","9","9","N/A"
"79562","Tuscola","TX","32.241681436469","-99.8676675422992","0.002","8","-1","-11.111111111111116"
"76842","Fredonia","TX","30.918861044993587","-99.10232491372169","0.002","8","8","N/A"
"72753","Prairie Grove","AR","35.93474999253203","-94.32609179987145","0.002","8","8","N/A"
"76226","Argyle","TX","33.10774751915167","-97.17192819938496","0.002","8","8","N/A"
"73627","Carter","OK","35.2016822500789","-99.45217462609381","0.002","8","8","N/A"
"75453","Lone Oak","TX","33.0002408310299","-95.92816966419792","0.002","8","8","N/A"
"76247","Justin","TX","33.09649905002687","-97.3315345813447","0.002","8","-2","-19.999999999999996"
"78642","Liberty Hill","TX","30.69460465882943","-97.94087034596309","0.002","7","7","N/A"
"78252","San Antonio","TX","29.341649957231773","-98.69682284847046","0.002","7","7","N/A"
"34771","Saint Cloud","FL","28.26648799161912","-81.11906661983409","0.002","7","7","N/A"
"87743","Roy","NM","35.96733996338868","-104.01150376795344","0.002","6","6","N/A"
"79758","Gardendale","TX","32.01123859713162","-102.33576382334982","0.002","5","-3","-37.5"
"58854","Watford City","ND","47.81410978115084","-103.15225425919284","0.002","5","5","N/A"
"75407","Princeton","TX","33.15120711717228","-96.48808229492278","0.001","5","5","N/A"
"75074","Plano","TX","33.03297509641816","-96.6730503395541","N/A","N/A","-630","-100"
"85349","San Luis","AZ","32.47997635576388","-114.69642413814036","N/A","N/A","-548","-100"
"47714","Evansville","IN","37.95767329508947","-87.52103132726138","N/A","N/A","-389","-100"
"87045","Prewitt","NM","35.40018502384636","-108.00182164661501","N/A","N/A","-344","-100"
"99163","Pullman","WA","46.727971094925344","-117.21660815301836","N/A","N/A","-319","-100"
"82435","Powell","WY","44.824083311308","-109.03477604599611","N/A","N/A","-296","-100"
"89029","Laughlin","NV","35.12566869816522","-114.68608437011869","N/A","N/A","-270","-100"
"75217","Dallas","TX","32.71291584369893","-96.68243852912966","N/A","N/A","-252","-100"
"77075","Houston","TX","29.621182746449204","-95.26750401673863","N/A","N/A","-224","-100"
"75149","Mesquite","TX","32.769948270074515","-96.61512330319673","N/A","N/A","-203","-100"
"75061","Irving","TX","32.826072214500975","-96.9656299558479","N/A","N/A","-177","-100"
"68901","Hastings","NE","40.590925037636595","-98.36598990007107","N/A","N/A","-163","-100"
"79935","El Paso","TX","31.76805619538421","-106.33027629106813","N/A","N/A","-157","-100"
"88352","Tularosa","NM","33.18742135765381","-106.00716660972749","N/A","N/A","-157","-100"
"88118","Floyd","NM","34.236277578636816","-103.66452110864999","N/A","N/A","-155","-100"
"88401","Tucumcari","NM","35.08985229977811","-103.8094147022174","N/A","N/A","-150","-100"
"60120","Elgin","IL","42.0331538357955","-88.23740589449679","N/A","N/A","-145","-100"
"78041","Laredo","TX","27.554911900489227","-99.46887976483619","N/A","N/A","-140","-100"
"13905","Binghamton","NY","42.18086965568693","-75.94476074547734","N/A","N/A","-129","-100"
"87508","Santa Fe","NM","35.52061259373659","-105.94588472116055","N/A","N/A","-128","-100"
"93035","Oxnard","CA","34.18953039878907","-119.23009458883311","N/A","N/A","-123","-100"
"87747","Springer","NM","36.35860554931658","-104.44474211340277","N/A","N/A","-123","-100"
"81058","Manzanola","CO","38.10725379544507","-103.8816039682868","N/A","N/A","-122","-100"
"87111","Albuquerque","NM","35.13824971868114","-106.515913590274","N/A","N/A","-118","-100"
"87110","Albuquerque","NM","35.10812602280481","-106.57816742227834","N/A","N/A","-98","-100"
"78154","Schertz","TX","29.547739474697245","-98.26575570057229","N/A","N/A","-95","-100"
"80906","Colorado Springs","CO","38.767419894404846","-104.87020502361706","N/A","N/A","-89","-100"
"67853","Ingalls","KS","37.884147400561645","-100.51616906633294","N/A","N/A","-86","-100"
"55306","Burnsville","MN","44.73071270910394","-93.29194760860041","N/A","N/A","-82","-100"
"76872","Rochelle","TX","31.33574572340249","-99.16024464042904","N/A","N/A","-77","-100"
"84118","Salt Lake City","UT","40.65600142551645","-112.0381356664789","N/A","N/A","-77","-100"
"76354","Burkburnett","TX","34.095257689716625","-98.62281957578456","N/A","N/A","-77","-100"
"88314","Bent","NM","33.10060354892121","-105.8672694495637","N/A","N/A","-77","-100"
"80631","Greeley","CO","40.442158409707474","-104.67806934065803","N/A","N/A","-77","-100"
"91601","North Hollywood","CA","34.16827129742988","-118.37225582137286","N/A","N/A","-76","-100"
"80211","Denver","CO","39.76720494498928","-105.02007082361725","N/A","N/A","-76","-100"
"68822","Broken Bow","NE","41.389005039745165","-99.62768141212322","N/A","N/A","-75","-100"
"79411","Lubbock","TX","33.57011529095708","-101.85773223723264","N/A","N/A","-75","-100"
"84003","American Fork","UT","40.466292891542615","-111.69336105534697","N/A","N/A","-75","-100"
"81230","Gunnison","CO","38.40748859599378","-106.98371193076352","N/A","N/A","-73","-100"
"63043","Maryland Heights","MO","38.72961983088679","-90.45657958158424","N/A","N/A","-73","-100"
"80031","Westminster","CO","39.875225761157964","-105.04038719668029","N/A","N/A","-72","-100"
"79357","Ralls","TX","33.646584479773104","-101.40575016907022","N/A","N/A","-72","-100"
"88011","Las Cruces","NM","32.39531090309363","-106.58520980682268","N/A","N/A","-72","-100"
"78655","Martindale","TX","29.823490394765418","-97.83517240967149","N/A","N/A","-71","-100"
"73933","Boise City","OK","36.74364716985038","-102.58198017823699","N/A","N/A","-69","-100"
"56087","Springfield","MN","44.24012587210521","-94.97536976284078","N/A","N/A","-69","-100"
"78852","Eagle Pass","TX","28.82695691231708","-100.31547945433508","N/A","N/A","-68","-100"
"76018","Arlington","TX","32.6607382277949","-97.08967495050277","N/A","N/A","-68","-100"
"59523","Chinook","MT","48.52018616453785","-109.20827865148541","N/A","N/A","-68","-100"
"60426","Harvey","IL","41.61025252954864","-87.65303947093592","N/A","N/A","-66","-100"
"76301","Wichita Falls","TX","33.90507113983596","-98.48043337800149","N/A","N/A","-64","-100"
"80524","Fort Collins","CO","40.64813877908391","-105.02156006819621","N/A","N/A","-62","-100"
"63111","Saint Louis","MO","38.55841645217686","-90.24996245924561","N/A","N/A","-62","-100"
"80202","Denver","CO","39.751526682325434","-104.99767409129927","N/A","N/A","-61","-100"
"74354","Miami","OK","36.88958877331645","-94.88095117585627","N/A","N/A","-61","-100"
"46745","Hoagland","IN","40.95193711299139","-85.0088287140636","N/A","N/A","-60","-100"
"78023","Helotes","TX","29.615501014462772","-98.7544313914673","N/A","N/A","-60","-100"
"77047","Houston","TX","29.60841510718812","-95.3866382361387","N/A","N/A","-60","-100"
"78155","Geronimo","TX","29.533060415285348","-97.93831114623048","N/A","N/A","-59","-100"
"79040","Gruver","TX","36.301138309613414","-101.57840758364915","N/A","N/A","-59","-100"
"76389","Windthorst","TX","33.49714820795287","-98.47567613206462","N/A","N/A","-59","-100"
"86040","Page","AZ","36.662956187986545","-111.3852167235325","N/A","N/A","-58","-100"
"80543","Milliken","CO","40.346454824714485","-104.85318330894279","N/A","N/A","-58","-100"
"59301","Miles City","MT","46.360233868140426","-105.85053241414431","N/A","N/A","-57","-100"
"78219","San Antonio","TX","29.441369249258294","-98.38459400709269","N/A","N/A","-57","-100"
"81062","Olney Springs","CO","38.29376286197407","-103.95029846523201","N/A","N/A","-56","-100"
"67950","Elkhart","KS","37.06275123948489","-101.86768967144793","N/A","N/A","-56","-100"
"74081","Terlton","OK","36.17533362147369","-96.4587379056459","N/A","N/A","-55","-100"
"87801","Socorro","NM","34.04823203497954","-106.96664274937754","N/A","N/A","-55","-100"
"58421","Carrington","ND","47.43974361576193","-99.06970557333702","N/A","N/A","-54","-100"
"92404","San Bernardino","CA","34.17863476769307","-117.23891846807243","N/A","N/A","-54","-100"
"78254","San Antonio","TX","29.530092128536698","-98.72803040671424","N/A","N/A","-54","-100"
"73071","Norman","OK","35.237303899089866","-97.41311418044825","N/A","N/A","-54","-100"
"92410","San Bernardino","CA","34.10655223058492","-117.29576888917619","N/A","N/A","-54","-100"
"78251","San Antonio","TX","29.46290699280795","-98.67765302069013","N/A","N/A","-52","-100"
"98816","Chelan","WA","48.02290741082399","-120.34361489104757","N/A","N/A","-52","-100"
"74361","Pryor","OK","36.3091261731559","-95.30732128813307","N/A","N/A","-51","-100"
"74447","Okmulgee","OK","35.64973684376329","-96.00629808864731","N/A","N/A","-51","-100"
"29405","North Charleston","SC","32.85209261356214","-79.97904777030959","N/A","N/A","-50","-100"
"71747","Huttig","AR","33.058984950325716","-92.2223193005572","N/A","N/A","-50","-100"
"75208","Dallas","TX","32.75407274547653","-96.83945712323072","N/A","N/A","-49","-100"
"63138","Saint Louis","MO","38.79907471439107","-90.1822359765375","N/A","N/A","-49","-100"
"44505","Youngstown","OH","41.12737379932114","-80.61688901157449","N/A","N/A","-48","-100"
"76039","Euless","TX","32.8592198420784","-97.08422606468147","N/A","N/A","-48","-100"
"80433","Conifer","CO","39.496325716910555","-105.29585260672035","N/A","N/A","-48","-100"
"65109","Jefferson City","MO","38.573645821989665","-92.2778959852737","N/A","N/A","-48","-100"
"55425","Minneapolis","MN","44.84252724388206","-93.23599274846906","N/A","N/A","-48","-100"
"52208","Belle Plaine","IA","41.88570207055981","-92.26473257607223","N/A","N/A","-48","-100"
"79821","Anthony","TX","31.976733375685157","-106.59820515621934","N/A","N/A","-48","-100"
"88232","Hagerman","NM","33.063979443620404","-104.15686614438897","N/A","N/A","-47","-100"
"89815","Spring Creek","NV","40.56653259005309","-115.59504288169252","N/A","N/A","-46","-100"
"76082","Springtown","TX","32.970960607084656","-97.71779688021093","N/A","N/A","-46","-100"
"65764","Tunas","MO","37.821876431559154","-92.95686040453342","N/A","N/A","-45","-100"
"74112","Tulsa","OK","36.1469797362416","-95.90425507881348","N/A","N/A","-44","-100"
"81413","Cedaredge","CO","38.97171911243761","-107.90845742608012","N/A","N/A","-44","-100"
"81047","Holly","CO","38.03226367492187","-102.19209971078499","N/A","N/A","-44","-100"
"75662","Kilgore","TX","32.3807687817127","-94.87504328086953","N/A","N/A","-44","-100"
"80226","Denver","CO","39.7108157669733","-105.09155505604014","N/A","N/A","-44","-100"
"79079","Samnorwood","TX","35.20720346647913","-100.24883554836637","N/A","N/A","-44","-100"
"61008","Belvidere","IL","42.245772003274766","-88.83947898117178","N/A","N/A","-44","-100"
"62864","Mount Vernon","IL","38.33038912119939","-88.90271676979185","N/A","N/A","-44","-100"
"38343","Humboldt","TN","35.82727960012128","-88.9281766176924","N/A","N/A","-43","-100"
"55122","Saint Paul","MN","44.80323417513054","-93.1961748895632","N/A","N/A","-43","-100"
"82649","Shoshoni","WY","43.27224486728125","-108.04161892838657","N/A","N/A","-43","-100"
"93257","Porterville","CA","35.98706856690055","-118.89494842277928","N/A","N/A","-43","-100"
"60632","Chicago","IL","41.81143549193573","-87.71346090807536","N/A","N/A","-43","-100"
"43085","Columbus","OH","40.09958987615362","-83.01639020474225","N/A","N/A","-42","-100"
"75051","Grand Prairie","TX","32.726339898003864","-96.99382651530767","N/A","N/A","-41","-100"
"78641","Leander","TX","30.55847703280042","-97.91473817939291","N/A","N/A","-41","-100"
"76430","Albany","TX","32.80303398034388","-99.23519584807106","N/A","N/A","-41","-100"
"78244","San Antonio","TX","29.47703232017479","-98.35079820930073","N/A","N/A","-40","-100"
"06340","Groton","CT","41.35495895817339","-72.04296679627578","N/A","N/A","-40","-100"
"13135","Phoenix","NY","43.258015864776844","-76.31673948849681","N/A","N/A","-40","-100"
"11228","Brooklyn","NY","40.616725407296826","-74.01343137333917","N/A","N/A","-40","-100"
"92394","Victorville","CA","34.562951495923265","-117.35418761233699","N/A","N/A","-40","-100"
"79359","Seagraves","TX","32.9287174721243","-102.54719506550211","N/A","N/A","-39","-100"
"76205","Denton","TX","33.19070835398608","-97.1289288542349","N/A","N/A","-39","-100"
"84037","Kaysville","UT","40.992798952611295","-111.91443328090408","N/A","N/A","-39","-100"
"76373","Oklaunion","TX","34.15538214185852","-99.11972836444927","N/A","N/A","-39","-100"
"74114","Tulsa","OK","36.12697105507262","-95.9466074677395","N/A","N/A","-39","-100"
"78665","Round Rock","TX","30.55038062699824","-97.63680745053775","N/A","N/A","-39","-100"
"66062","Olathe","KS","38.83675625907606","-94.78454165056176","N/A","N/A","-39","-100"
"68701","Norfolk","NE","42.020243682257394","-97.44100341175097","N/A","N/A","-39","-100"
"79731","Crane","TX","31.447671772053514","-102.56094714069076","N/A","N/A","-38","-100"
