"Zip Code","City","State","lat","lng","% of Visits","Visits","YoY Change in Visits","% YoY Change in Visits"
"72023","Cabot","AR","34.95907241703053","-92.05925440781976","N/A","N/A","-38","-100"
"53221","Milwaukee","WI","42.954455228848644","-87.94369510439068","N/A","N/A","-38","-100"
"78227","San Antonio","TX","29.396513775163985","-98.64023329336356","N/A","N/A","-38","-100"
"14051","East Amherst","NY","43.04171145076208","-78.69926628323263","N/A","N/A","-38","-100"
"79922","El Paso","TX","31.811210191776095","-106.55827919896322","N/A","N/A","-37","-100"
"55812","Duluth","MN","46.80906585167554","-92.0725047705351","N/A","N/A","-37","-100"
"59101","Billings","MT","45.63010492224576","-108.36446873248839","N/A","N/A","-36","-100"
"73105","Oklahoma City","OK","35.519257730808924","-97.50329798084218","N/A","N/A","-36","-100"
"59405","Malmstrom AFB","MT","47.2810666801853","-111.25932669244389","N/A","N/A","-36","-100"
"34113","Naples","FL","26.055831514214834","-81.73539314151473","N/A","N/A","-36","-100"
"69138","Gothenburg","NE","40.9992476324046","-100.17682921092006","N/A","N/A","-36","-100"
"73109","Oklahoma City","OK","35.43279928878215","-97.52451730060751","N/A","N/A","-36","-100"
"93451","San Miguel","CA","35.89397414466544","-120.56734033347594","N/A","N/A","-36","-100"
"78573","Mission","TX","26.297460046733008","-98.30241150265462","N/A","N/A","-36","-100"
"75212","Dallas","TX","32.78203757361869","-96.87846739952035","N/A","N/A","-36","-100"
"81639","Hayden","CO","40.526399362028","-107.24453260399731","N/A","N/A","-35","-100"
"84653","Salem","UT","40.04799496319348","-111.66802371158741","N/A","N/A","-35","-100"
"67951","Hugoton","KS","37.163876359502325","-101.33481828190465","N/A","N/A","-35","-100"
"81004","Pueblo","CO","38.05113841294243","-104.71596868546187","N/A","N/A","-35","-100"
"06374","Plainfield","CT","41.679832638324946","-71.91442714293751","N/A","N/A","-35","-100"
"81039","Fowler","CO","37.940796201101364","-104.08613137818858","N/A","N/A","-35","-100"
"64865","Seneca","MO","36.842470825296836","-94.57794919329832","N/A","N/A","-35","-100"
"65281","Salisbury","MO","39.46428802161742","-92.7909800475455","N/A","N/A","-34","-100"
"78827","Asherton","TX","28.428670695519365","-99.72394002870672","N/A","N/A","-34","-100"
"82001","Cheyenne","WY","41.09499229941115","-104.93266756461261","N/A","N/A","-34","-100"
"85615","Hereford","AZ","31.39693511847676","-110.21097458311345","N/A","N/A","-34","-100"
"39096","Lorman","MS","31.825094309845355","-91.11669306658673","N/A","N/A","-34","-100"
"60477","Tinley Park","IL","41.573455688532604","-87.78597897773003","N/A","N/A","-34","-100"
"76936","Eldorado","TX","30.88809028754444","-100.64721257331465","N/A","N/A","-34","-100"
"50322","Urbandale","IA","41.633863643518346","-93.73590112122719","N/A","N/A","-34","-100"
"60062","Northbrook","IL","42.12662154844454","-87.84234828991448","N/A","N/A","-33","-100"
"63021","Ballwin","MO","38.56892773368204","-90.5456751433801","N/A","N/A","-33","-100"
"54230","Reedsville","WI","44.15746805836303","-87.91203621156325","N/A","N/A","-33","-100"
"76021","Bedford","TX","32.852305194265945","-97.13126021550703","N/A","N/A","-32","-100"
"72205","Little Rock","AR","34.74950827244182","-92.35234815018272","N/A","N/A","-32","-100"
"80824","Kirk","CO","39.66301677490748","-102.4994458869491","N/A","N/A","-32","-100"
"54758","Osseo","WI","44.54545061423553","-91.2172897833654","N/A","N/A","-31","-100"
"66773","Scammon","KS","37.265986478817624","-94.81262491591899","N/A","N/A","-31","-100"
"74637","Fairfax","OK","36.59085026533869","-96.68172384025151","N/A","N/A","-31","-100"
"78233","San Antonio","TX","29.554829156837318","-98.36326777669836","N/A","N/A","-31","-100"
"98685","Vancouver","WA","45.71597202956063","-122.69106125157582","N/A","N/A","-30","-100"
"79061","Mobeetie","TX","35.51989861105413","-100.45708106282994","N/A","N/A","-30","-100"
"08031","Bellmawr","NJ","39.866555420723685","-75.09411224182575","N/A","N/A","-30","-100"
"77510","Santa Fe","TX","29.34785622983742","-95.09089530831864","N/A","N/A","-30","-100"
"48750","Oscoda","MI","44.442788229684176","-83.45252021614702","N/A","N/A","-29","-100"
"77504","Pasadena","TX","29.647692750412954","-95.19007661275161","N/A","N/A","-29","-100"
"88047","Mesilla Park","NM","32.2144170700344","-106.71553693498639","N/A","N/A","-29","-100"
"66619","Topeka","KS","38.946583735182784","-95.68983634780575","N/A","N/A","-29","-100"
"65706","Marshfield","MO","37.32242377597864","-92.89424821172076","N/A","N/A","-28","-100"
"76661","Marlin","TX","31.3078537927621","-96.84583561892408","N/A","N/A","-28","-100"
"73064","Mustang","OK","35.373769339545454","-97.75275149396208","N/A","N/A","-28","-100"
"65747","Shell Knob","MO","36.60256964644471","-93.57974142566167","N/A","N/A","-28","-100"
"68801","Grand Island","NE","40.949475726355274","-98.29296546655021","N/A","N/A","-28","-100"
"60047","Lake Zurich","IL","42.20203923213075","-88.04524483444425","N/A","N/A","-27","-100"
"60013","Cary","IL","42.220218994574005","-88.23573886818048","N/A","N/A","-27","-100"
"78260","San Antonio","TX","29.697385118169485","-98.4921213823049","N/A","N/A","-27","-100"
"76140","Fort Worth","TX","32.62011930119482","-97.27035963136044","N/A","N/A","-27","-100"
"72131","Quitman","AR","35.40793177740084","-92.19362377625902","N/A","N/A","-27","-100"
"97753","Powell Butte","OR","44.22627240245358","-120.99995242360123","N/A","N/A","-26","-100"
"75110","Corsicana","TX","32.08071920882047","-96.52344318033938","N/A","N/A","-26","-100"
"67401","Salina","KS","38.835543245713424","-97.64620236680906","N/A","N/A","-26","-100"
"78223","San Antonio","TX","29.31100388191112","-98.38676402606987","N/A","N/A","-26","-100"
"80923","Colorado Springs","CO","38.92673387620039","-104.71434151951772","N/A","N/A","-26","-100"
"88317","Cloudcroft","NM","32.860788125924266","-105.67449018649123","N/A","N/A","-26","-100"
"67428","Canton","KS","38.38320049456339","-97.41405781647241","N/A","N/A","-26","-100"
"75402","Greenville","TX","33.06723985827661","-96.08577766161095","N/A","N/A","-26","-100"
"76849","Junction","TX","30.4584951012293","-99.83802336927786","N/A","N/A","-26","-100"
"47712","Evansville","IN","37.92870364016801","-87.65951084347374","N/A","N/A","-26","-100"
"67530","Great Bend","KS","38.35146066106293","-98.79679511233806","N/A","N/A","-25","-100"
"79529","Knox City","TX","33.42911922428711","-99.82918802128775","N/A","N/A","-25","-100"
"74366","Spavinaw","OK","36.37888558375211","-95.04449891999303","N/A","N/A","-25","-100"
"76548","Harker Heights","TX","31.052954927554897","-97.64610937270297","N/A","N/A","-25","-100"
"84334","Riverside","UT","41.789590321665436","-112.1518796811885","N/A","N/A","-25","-100"
"76017","Arlington","TX","32.662254195151846","-97.16239628672128","N/A","N/A","-25","-100"
"28540","Jacksonville","NC","34.74360829260948","-77.49834738005008","N/A","N/A","-25","-100"
"82083","Rock River","WY","41.72288464111895","-105.99118088106434","N/A","N/A","-25","-100"
"28546","Jacksonville","NC","34.834587515252295","-77.38815008914247","N/A","N/A","-25","-100"
"85339","Laveen","AZ","33.23986539843544","-112.14325341279674","N/A","N/A","-25","-100"
"68735","Ewing","NE","42.14914410798796","-98.45399672863753","N/A","N/A","-25","-100"
"81050","La Junta","CO","37.92266750556538","-103.51536310961318","N/A","N/A","-25","-100"
"65725","Pleasant Hope","MO","37.429879883177705","-93.27423822326844","N/A","N/A","-25","-100"
"76016","Arlington","TX","32.689056495962895","-97.18874441281116","N/A","N/A","-24","-100"
"75033","Frisco","TX","33.18470503212348","-96.84401903004017","N/A","N/A","-24","-100"
"97053","Warren","OR","45.826948541628","-122.88404789881555","N/A","N/A","-24","-100"
"27284","Kernersville","NC","36.1181536762407","-80.07795204472546","N/A","N/A","-24","-100"
"78521","Brownsville","TX","25.95211094139656","-97.318867145778","N/A","N/A","-24","-100"
"78676","Wimberley","TX","30.041407505073042","-98.15052739904871","N/A","N/A","-24","-100"
"87714","Cimarron","NM","36.446308933578386","-104.9907953164915","N/A","N/A","-24","-100"
"55016","Cottage Grove","MN","44.81720907634696","-92.93372239254495","N/A","N/A","-24","-100"
"61342","Mendota","IL","41.54086029839025","-89.09380136227774","N/A","N/A","-24","-100"
"62246","Greenville","IL","38.88833821710661","-89.42534543098962","N/A","N/A","-24","-100"
"68467","York","NE","40.86527698277456","-97.59778360999627","N/A","N/A","-24","-100"
"73129","Oklahoma City","OK","35.431648923956324","-97.48432192911969","N/A","N/A","-24","-100"
"78028","Kerrville","TX","30.041165853474364","-99.16276451809489","N/A","N/A","-24","-100"
"61920","Charleston","IL","39.50413445693892","-88.16446950573804","N/A","N/A","-24","-100"
"74401","Muskogee","OK","35.723043937670845","-95.45430082963712","N/A","N/A","-23","-100"
"79010","Boys Ranch","TX","35.452838853368355","-102.12016119877373","N/A","N/A","-23","-100"
"75785","Maydelle","TX","31.766397546583846","-95.17446696605762","N/A","N/A","-23","-100"
"65401","Rolla","MO","37.90688738928324","-91.76373402756599","N/A","N/A","-23","-100"
"78672","Tow","TX","30.881494533253136","-98.49128913906765","N/A","N/A","-23","-100"
"73848","Laverne","OK","36.648474063968536","-100.02296049036686","N/A","N/A","-23","-100"
"73662","Sayre","OK","35.31533543539992","-99.662726827172","N/A","N/A","-23","-100"
"63501","Kirksville","MO","40.16744784908228","-92.5907983074095","N/A","N/A","-23","-100"
"85641","Vail","AZ","32.021243428707024","-110.64617104596688","N/A","N/A","-23","-100"
"75901","Lufkin","TX","31.302629965239127","-94.65480420117767","N/A","N/A","-23","-100"
"78043","Laredo","TX","27.54035438188402","-99.27449312776582","N/A","N/A","-23","-100"
"65584","Saint Robert","MO","37.82899748939554","-92.13083554855423","N/A","N/A","-23","-100"
"67460","McPherson","KS","38.3843121582263","-97.69720903526655","N/A","N/A","-23","-100"
"97355","Lebanon","OR","44.53150503102538","-122.81700320973832","N/A","N/A","-23","-100"
"78629","Hochheim","TX","29.477609442740278","-97.45093063198816","N/A","N/A","-23","-100"
"73051","Lexington","OK","35.03174251413857","-97.24627887315273","N/A","N/A","-23","-100"
"76579","Pendleton","TX","31.19892281713679","-97.26039767327312","N/A","N/A","-22","-100"
"79322","Crosbyton","TX","33.658872879795915","-101.19810829009778","N/A","N/A","-22","-100"
"67209","Wichita","KS","37.663917121922","-97.43461674658995","N/A","N/A","-22","-100"
"30028","Cumming","GA","34.28926573024404","-84.17984142667925","N/A","N/A","-22","-100"
"64850","Neosho","MO","36.860096739759896","-94.39751397335095","N/A","N/A","-22","-100"
"77049","Houston","TX","29.8341219115058","-95.14829638035829","N/A","N/A","-22","-100"
"40475","Richmond","KY","37.76349997918452","-84.3082952170139","N/A","N/A","-22","-100"
"88430","Nara Visa","NM","35.65343153581847","-103.21355688200816","N/A","N/A","-22","-100"
"30016","Covington","GA","33.518370943781754","-83.93073928874513","N/A","N/A","-22","-100"
"67526","Ellinwood","KS","38.297644107851234","-98.54712232043204","N/A","N/A","-22","-100"
"65708","Monett","MO","36.91048108916271","-93.9089805008668","N/A","N/A","-22","-100"
"78660","Pflugerville","TX","30.443618720544816","-97.59556727117658","N/A","N/A","-22","-100"
"72638","Green Forest","AR","36.32447445152056","-93.40494620791027","N/A","N/A","-21","-100"
"79707","Midland","TX","32.03303822857022","-102.21192178674173","N/A","N/A","-21","-100"
"79062","Morse","TX","35.99614732903003","-101.52735222769626","N/A","N/A","-21","-100"
"67752","Quinter","KS","38.99239968442434","-100.23144595446917","N/A","N/A","-21","-100"
"74633","Burbank","OK","36.70479760240773","-96.79217220567145","N/A","N/A","-21","-100"
"50129","Cooper","IA","42.01334199873665","-94.37638493891924","N/A","N/A","-21","-100"
"79378","Wellman","TX","33.0307125318778","-102.44486442377712","N/A","N/A","-21","-100"
"72210","Little Rock","AR","34.71505424021259","-92.5037686685929","N/A","N/A","-21","-100"
"37862","Sevierville","TN","35.78316084716387","-83.61231884107295","N/A","N/A","-21","-100"
"76471","Rising Star","TX","32.11113972957923","-98.98500322871068","N/A","N/A","-21","-100"
"72947","Mulberry","AR","35.547052990924705","-94.04021991004765","N/A","N/A","-21","-100"
"80741","Merino","CO","40.55968806082353","-103.47335547674193","N/A","N/A","-21","-100"
"75501","Texarkana","TX","33.37411658373268","-94.13170476845852","N/A","N/A","-20","-100"
"68601","Columbus","NE","41.452052794677954","-97.39480829777283","N/A","N/A","-20","-100"
"68832","Doniphan","NE","40.769624624868314","-98.3660679551092","N/A","N/A","-20","-100"
"79566","Wingate","TX","32.15452635142282","-100.10978996213254","N/A","N/A","-20","-100"
"73034","Edmond","OK","35.69877444959029","-97.42666974213775","N/A","N/A","-20","-100"
"24184","Wirtz","VA","37.08810847607037","-79.7764454063153","N/A","N/A","-20","-100"
"67010","Augusta","KS","37.660985038241684","-96.97388286810671","N/A","N/A","-20","-100"
"85326","Buckeye","AZ","33.237329401172964","-112.58538730530495","N/A","N/A","-20","-100"
"77511","Alvin","TX","29.38637718405368","-95.23771253635222","N/A","N/A","-19","-100"
"51031","Le Mars","IA","42.802819433425604","-96.18092107049165","N/A","N/A","-19","-100"
"37363","Ooltewah","TN","35.115500532116734","-85.0549004351388","N/A","N/A","-19","-100"
"75094","Plano","TX","33.01876253249542","-96.61479961895216","N/A","N/A","-19","-100"
"76458","Jacksboro","TX","33.21517080208948","-98.18943713216937","N/A","N/A","-19","-100"
"72106","Mayflower","AR","34.969970078509775","-92.48731939401198","N/A","N/A","-19","-100"
"78410","Corpus Christi","TX","27.837992296291475","-97.59389352244001","N/A","N/A","-19","-100"
"79567","Winters","TX","31.976765658624558","-99.97785463382333","N/A","N/A","-19","-100"
"78582","Rio Grande City","TX","26.53937091783674","-98.73985248411401","N/A","N/A","-19","-100"
"79606","Abilene","TX","32.35474476278072","-99.83141488090702","N/A","N/A","-18","-100"
"78576","Penitas","TX","26.325810124888722","-98.46800424586505","N/A","N/A","-18","-100"
"71854","Genoa","AR","33.44443697473592","-93.90503878930198","N/A","N/A","-18","-100"
"74801","Shawnee","OK","35.31749440525248","-96.96824283068844","N/A","N/A","-18","-100"
"73029","Cyril","OK","34.899996508169444","-98.21016746345563","N/A","N/A","-18","-100"
"64776","Osceola","MO","38.04243260416014","-93.67469000437538","N/A","N/A","-18","-100"
"74055","Owasso","OK","36.27733203802418","-95.82003681234552","N/A","N/A","-18","-100"
"75065","Lake Dallas","TX","33.11106225624052","-97.01275708996126","N/A","N/A","-18","-100"
"51024","Hinton","IA","42.62011593199955","-96.26566007762138","N/A","N/A","-18","-100"
"76063","Mansfield","TX","32.569116663951164","-97.14373845649109","N/A","N/A","-18","-100"
"65084","Versailles","MO","38.43573770188575","-92.85116746693204","N/A","N/A","-18","-100"
"69040","Palisade","NE","40.35564010577498","-101.12028323288","N/A","N/A","-17","-100"
"63640","Farmington","MO","37.75449140071537","-90.36523499417113","N/A","N/A","-17","-100"
"76442","Comanche","TX","31.890168316390717","-98.61242135495417","N/A","N/A","-17","-100"
"29067","Kershaw","SC","34.549781626633724","-80.5326930743723","N/A","N/A","-17","-100"
"67546","Inman","KS","38.22810046605171","-97.82114400564754","N/A","N/A","-17","-100"
"73573","Waurika","OK","34.15559048175209","-97.9540804418875","N/A","N/A","-16","-100"
"77306","Conroe","TX","30.279963207177666","-95.31341667795482","N/A","N/A","-16","-100"
"71744","Hampton","AR","33.49200748484871","-92.47536297764745","N/A","N/A","-16","-100"
"29486","Summerville","SC","33.10742420306641","-80.14578563139139","N/A","N/A","-16","-100"
"50009","Altoona","IA","41.64311577629","-93.45945918885982","N/A","N/A","-16","-100"
"79330","Justiceburg","TX","33.03074456643718","-101.21722651586751","N/A","N/A","-16","-100"
"75703","Tyler","TX","32.238245099712515","-95.31948593198032","N/A","N/A","-16","-100"
"79602","Abilene","TX","32.33567584794678","-99.66992143452991","N/A","N/A","-16","-100"
"75551","Atlanta","TX","33.116488623564535","-94.20325423141666","N/A","N/A","-16","-100"
"67026","Clearwater","KS","37.51047760134203","-97.49240019791425","N/A","N/A","-16","-100"
"66846","Council Grove","KS","38.64383678503404","-96.47186534987355","N/A","N/A","-16","-100"
"79772","Pecos","TX","31.398507651006575","-103.58669642596138","N/A","N/A","-15","-100"
"36352","Newton","AL","31.256822907410296","-85.61630747023345","N/A","N/A","-15","-100"
"72712","Bentonville","AR","36.398411645663536","-94.22190015940832","N/A","N/A","-15","-100"
"64701","Harrisonville","MO","38.620533434296476","-94.3377931896637","N/A","N/A","-15","-100"
"65023","Centertown","MO","38.65272276039067","-92.39916059847897","N/A","N/A","-15","-100"
"79252","Quanah","TX","34.31004240858743","-99.8087252730061","N/A","N/A","-15","-100"
"79545","Roscoe","TX","32.418048619076984","-100.57751096140144","N/A","N/A","-15","-100"
"39532","Biloxi","MS","30.501075598957517","-88.97386149593568","N/A","N/A","-15","-100"
"79093","Waka","TX","36.26636896753753","-101.02997072255731","N/A","N/A","-15","-100"
"76857","May","TX","31.933575517079678","-98.93313090304564","N/A","N/A","-15","-100"
"34288","North Port","FL","27.053826924739717","-82.11163034869253","N/A","N/A","-14","-100"
"76802","Early","TX","31.719392093498875","-98.89490813148444","N/A","N/A","-14","-100"
"76444","De Leon","TX","32.11782796748904","-98.56721475409975","N/A","N/A","-14","-100"
"50830","Afton","IA","41.02420425471524","-94.19036036080117","N/A","N/A","-14","-100"
"73012","Edmond","OK","35.66814337689161","-97.59314967592626","N/A","N/A","-14","-100"
"77519","Batson","TX","30.21130243676971","-94.585957541291","N/A","N/A","-14","-100"
"74857","Newalla","OK","35.34131120173078","-97.19577062725347","N/A","N/A","-14","-100"
"76691","Ross","TX","31.775625933412005","-97.09721745742544","N/A","N/A","-14","-100"
"75068","Little Elm","TX","33.17710638028315","-96.95229356105938","N/A","N/A","-14","-100"
"76273","Whitesboro","TX","33.74795155141048","-96.93937456226365","N/A","N/A","-14","-100"
"73045","Harrah","OK","35.51199717279835","-97.14139531093392","N/A","N/A","-14","-100"
"74730","Calera","OK","33.904654105359285","-96.43361396374137","N/A","N/A","-13","-100"
"70592","Youngsville","LA","30.080259167843774","-92.01338090315228","N/A","N/A","-13","-100"
"79504","Baird","TX","32.31335592788159","-99.35270316006418","N/A","N/A","-12","-100"
"76131","Fort Worth","TX","32.882263745317594","-97.34893457974098","N/A","N/A","-12","-100"
"75169","Wills Point","TX","32.70336095835955","-95.99754867825385","N/A","N/A","-12","-100"
"79525","Hawley","TX","32.62746269883887","-99.82711663100434","N/A","N/A","-12","-100"
"79756","Monahans","TX","31.546274178858663","-102.88340225194005","N/A","N/A","-12","-100"
"76272","Valley View","TX","33.464227053294934","-97.1272084123822","N/A","N/A","-12","-100"
"79381","Wilson","TX","33.32313944671476","-101.76984007150119","N/A","N/A","-12","-100"
"78253","San Antonio","TX","29.469000452775134","-98.7888865929583","N/A","N/A","-12","-100"
"75071","McKinney","TX","33.24557913609838","-96.62954450185732","N/A","N/A","-12","-100"
"74041","Kiefer","OK","35.938098109330205","-96.05547159091724","N/A","N/A","-11","-100"
"75167","Waxahachie","TX","32.36121470112798","-96.9154797963931","N/A","N/A","-11","-100"
"72012","Beebe","AR","35.10201826060926","-91.91792529981248","N/A","N/A","-11","-100"
"69131","Dalton","NE","41.42161105867571","-103.00047676719237","N/A","N/A","-11","-100"
"78163","Bulverde","TX","29.766310668022307","-98.44512549129311","N/A","N/A","-10","-100"
"79244","Matador","TX","34.03832483259313","-100.80591711386991","N/A","N/A","-10","-100"
"78039","La Coste","TX","29.31322525404477","-98.82529832270997","N/A","N/A","-10","-100"
"77433","Cypress","TX","29.949198777812132","-95.73979301894369","N/A","N/A","-9","-100"
"75054","Grand Prairie","TX","32.60038706637068","-97.0340814716196","N/A","N/A","-9","-100"
"76129","Fort Worth","TX","32.709324075149276","-97.36269008853701","N/A","N/A","-9","-100"
"79754","Mentone","TX","31.817310655111314","-103.49167142651073","N/A","N/A","-2","-100"
"79324","Enochs","TX","33.88759954112536","-102.73535615855373","N/A","N/A","-1","-100"
"79045","Hereford","TX","34.898318536599675","-102.51226423636513","66.375","235438","-26191","-10.010740399573436"
"79035","Friona","TX","34.683061708389864","-102.78584207815418","7.944","28179","-4463","-13.672569082776786"
"79027","Dimmitt","TX","34.49238440824139","-102.33782243550337","7.909","28055","275","0.989920806335487"
"79009","Bovina","TX","34.53013725001307","-102.88531693495197","1.409","4996","-1327","-20.986873319626763"
"79015","Canyon","TX","34.952579920396204","-101.89925380361","0.921","3265","-3376","-50.83571751242283"
"88101","Clovis","NM","34.50115451799958","-103.26614574694032","0.91","3227","-1406","-30.34750701489316"
"79106","Amarillo","TX","35.20372368938941","-101.89179043562152","0.598","2123","472","28.58873410054512"
"79109","Amarillo","TX","35.16651505224482","-101.88630707688847","0.513","1819","-418","-18.685739830129634"
"79043","Hart","TX","34.36762093313281","-102.13741736009392","0.512","1815","434","31.42650253439536"
"79107","Amarillo","TX","35.231177843018955","-101.79461114299778","0.478","1694","-444","-20.767072029934518"
"79347","Muleshoe","TX","34.18800022090581","-102.7969164681416","0.336","1192","-1073","-47.37306843267108"
"79118","Amarillo","TX","35.10101572509041","-101.74863892952389","0.318","1129","-453","-28.634639696586596"
"79072","Plainview","TX","34.17191678795003","-101.74498904341884","0.316","1121","-112","-9.083536090835365"
"79325","Farwell","TX","34.40800769377169","-102.93817372515755","0.301","1067","-81","-7.055749128919864"
"88130","Portales","NM","34.12850110044573","-103.31834353451097","0.294","1045","-1057","-50.28544243577545"
"79119","Amarillo","TX","35.10876549719692","-102.01964941090895","0.275","977","-171","-14.895470383275267"
"79103","Amarillo","TX","35.18296831062553","-101.79993096604811","0.254","903","312","52.79187817258884"
"79110","Amarillo","TX","35.14945686545956","-101.87109999565705","0.206","730","-410","-35.96491228070175"
"79108","Amarillo","TX","35.37512610260337","-101.80306150601324","0.203","720","-546","-43.127962085308056"
"79336","Levelland","TX","33.59962149639405","-102.40214076581438","0.195","691","481","229.04761904761904"
"79102","Amarillo","TX","35.19946830427219","-101.84646064605398","0.184","653","24","3.8155802861685295"
"79407","Lubbock","TX","33.565659801381386","-102.08895165723827","0.155","550","-177","-24.34662998624484"
"79226","Clarendon","TX","34.91962119007817","-100.99228537468825","0.152","537","349","185.63829787234042"
"88135","Texico","NM","34.56213387777816","-103.08208000718022","0.148","526","99","23.185011709601877"
"79092","Vega","TX","35.28133717283644","-102.48783246878094","0.147","522","82","18.63636363636363"
"79031","Earth","TX","34.24499950248355","-102.45223758862797","0.14","496","-252","-33.68983957219251"
"77035","Houston","TX","29.652696159632725","-95.47685472780546","0.137","486","429","752.6315789473686"
"79029","Dumas","TX","35.895090656663946","-102.02756045998295","0.136","482","-136","-22.006472491909392"
"79068","Panhandle","TX","35.33633404903216","-101.45220869748087","0.125","442","-8","-1.7777777777777781"
"79124","Amarillo","TX","35.268928623180045","-102.0270552334279","0.123","436","10","2.3474178403755763"
"Unknown","N/A","","N/A","N/A","0.122","432","-235","-35.23238380809596"
